CASEID,YEAR,SAVING,MMDA
119430,2004,246628.41,0
119431,2004,10543.36,0
119432,2004,10543.36,0
119433,2004,10543.36,0
119434,2004,10543.36,0
119435,2004,10543.36,0
119436,2004,0,0
119437,2004,0,0
119438,2004,0,0
119439,2004,0,0
119440,2004,0,0
119441,2004,468.59,0
119442,2004,1356.46,0
119443,2004,295.95,0
119444,2004,1208.48,0
119445,2004,2959.54,0
119446,2004,0,12.33
119447,2004,0,12.33
119448,2004,0,6.17
119449,2004,0,12.33
119450,2004,0,6.17
119451,2004,0,52285.22
119452,2004,0,50805.45
119453,2004,0,58080.99
119454,2004,0,59190.82
119455,2004,0,54874.82
119456,2004,80154.23,0
119457,2004,73988.52,0
119458,2004,69055.95,0
119459,2004,66589.67,0
119460,2004,69055.95,0
119461,2004,0,0
119462,2004,0,0
119463,2004,0,0
119464,2004,0,0
119465,2004,0,0
119466,2004,4932.57,0
119467,2004,4932.57,0
119468,2004,4932.57,0
119469,2004,4932.57,0
119470,2004,4932.57,0
119471,2004,0,0
119472,2004,0,0
119473,2004,0,0
119474,2004,0,0
119475,2004,0,0
119476,2004,0,0
119477,2004,0,0
119478,2004,0,0
119479,2004,0,0
119480,2004,0,0
119481,2004,0,0
119482,2004,0,0
119483,2004,0,0
119484,2004,0,0
119485,2004,0,0
119486,2004,0,0
119487,2004,0,0
119488,2004,0,0
119489,2004,0,0
119490,2004,0,0
119491,2004,0,0
119492,2004,0,0
119493,2004,0,0
119494,2004,0,0
119495,2004,0,0
119496,2004,3699.43,0
119497,2004,3699.43,0
119498,2004,3699.43,0
119499,2004,3699.43,0
119500,2004,3699.43,0
119501,2004,0,16894.05
119502,2004,0,2404.63
119503,2004,0,3526.79
119504,2004,0,18003.87
119505,2004,0,45749.57
119506,2004,0,0
119507,2004,0,0
119508,2004,0,0
119509,2004,0,0
119510,2004,0,0
119511,2004,6.17,0
119512,2004,6.17,0
119513,2004,12.33,0
119514,2004,6.17,0
119515,2004,6.17,0
119516,2004,9865.14,0
119517,2004,9865.14,0
119518,2004,9865.14,0
119519,2004,9865.14,0
119520,2004,9865.14,0
119521,2004,0,61657.1
119522,2004,0,61657.1
119523,2004,0,61657.1
119524,2004,0,61657.1
119525,2004,0,61657.1
119526,2004,863.2,61657.1
119527,2004,863.2,61657.1
119528,2004,863.2,61657.1
119529,2004,863.2,61657.1
119530,2004,863.2,61657.1
119531,2004,246.63,0
119532,2004,246.63,0
119533,2004,246.63,0
119534,2004,246.63,0
119535,2004,246.63,0
119536,2004,493.26,0
119537,2004,493.26,0
119538,2004,493.26,0
119539,2004,493.26,0
119540,2004,493.26,0
119541,2004,0,0
119542,2004,0,0
119543,2004,0,0
119544,2004,0,0
119545,2004,0,0
119546,2004,6.17,0
119547,2004,6.17,0
119548,2004,6.17,0
119549,2004,6.17,0
119550,2004,12.33,0
119551,2004,73988.52,7398.85
119552,2004,73988.52,7398.85
119553,2004,73988.52,7398.85
119554,2004,73988.52,7398.85
119555,2004,73988.52,7398.85
119556,2004,12.33,0
119557,2004,12.33,0
119558,2004,12.33,0
119559,2004,12.33,0
119560,2004,12.33,0
119561,2004,0,61.66
119562,2004,0,61.66
119563,2004,0,61.66
119564,2004,0,61.66
119565,2004,0,61.66
119566,2004,9865.14,0
119567,2004,9865.14,0
119568,2004,9865.14,0
119569,2004,9865.14,0
119570,2004,9865.14,0
119571,2004,0,0
119572,2004,0,0
119573,2004,0,0
119574,2004,0,0
119575,2004,0,0
119576,2004,1.23,0
119577,2004,1.23,0
119578,2004,1.23,0
119579,2004,1.23,0
119580,2004,1.23,0
119581,2004,0,2466.28
119582,2004,0,2466.28
119583,2004,0,2466.28
119584,2004,0,2466.28
119585,2004,0,2466.28
119586,2004,554.91,0
119587,2004,554.91,0
119588,2004,554.91,0
119589,2004,554.91,0
119590,2004,554.91,0
119591,2004,28497.91,30828.55
119592,2004,557626.83,30828.55
119593,2004,1108594.69,30828.55
119594,2004,147237.16,30828.55
119595,2004,66897.96,30828.55
119596,2004,0,0
119597,2004,0,0
119598,2004,0,0
119599,2004,0,0
119600,2004,0,0
119601,2004,0,0
119602,2004,0,0
119603,2004,0,0
119604,2004,0,0
119605,2004,0,0
119606,2004,0,1849.71
119607,2004,0,1849.71
119608,2004,0,1849.71
119609,2004,0,1849.71
119610,2004,0,1849.71
119611,2004,43159.97,0
119612,2004,43159.97,0
119613,2004,43159.97,0
119614,2004,43159.97,0
119615,2004,43159.97,0
119616,2004,36994.26,16030.85
119617,2004,36994.26,16030.85
119618,2004,36994.26,16030.85
119619,2004,36994.26,16030.85
119620,2004,36994.26,16030.85
119621,2004,0,0
119622,2004,0,0
119623,2004,0,0
119624,2004,0,0
119625,2004,0,0
119626,2004,10074.77,0
119627,2004,7028.91,2466.28
119628,2004,6054.73,0
119629,2004,7522.17,2182.66
119630,2004,9988.45,0
119631,2004,0,0
119632,2004,0,0
119633,2004,0,0
119634,2004,0,0
119635,2004,0,0
119636,2004,0,0
119637,2004,0,0
119638,2004,0,0
119639,2004,0,0
119640,2004,0,0
119641,2004,0,39090.6
119642,2004,0,297187.23
119643,2004,0,40817
119644,2004,0,261426.11
119645,2004,0,669596.13
119646,2004,0,0
119647,2004,0,0
119648,2004,0,0
119649,2004,0,0
119650,2004,0,0
119651,2004,0,0
119652,2004,0,0
119653,2004,0,0
119654,2004,0,0
119655,2004,0,0
119656,2004,0,46859.4
119657,2004,0,51791.97
119658,2004,0,51791.97
119659,2004,0,46859.4
119660,2004,0,49325.68
119661,2004,0,0
119662,2004,0,0
119663,2004,0,0
119664,2004,0,0
119665,2004,0,0
119666,2004,24662.84,0
119667,2004,24662.84,0
119668,2004,24662.84,0
119669,2004,24662.84,0
119670,2004,24662.84,0
119671,2004,402004.3,0
119672,2004,339114.06,0
119673,2004,400771.16,0
119674,2004,199769.01,199769.01
119675,2004,402004.3,0
119676,2004,11098.28,0
119677,2004,11098.28,0
119678,2004,11098.28,0
119679,2004,11098.28,0
119680,2004,11098.28,0
119681,2004,0,369942.61
119682,2004,0,369942.61
119683,2004,0,369942.61
119684,2004,0,369942.61
119685,2004,0,369942.61
119686,2004,0,0
119687,2004,0,0
119688,2004,0,0
119689,2004,0,0
119690,2004,0,0
119691,2004,0,0
119692,2004,0,0
119693,2004,0,0
119694,2004,0,0
119695,2004,0,0
119696,2004,0,97418.22
119697,2004,0,88786.23
119698,2004,0,90019.37
119699,2004,0,90019.37
119700,2004,0,103583.93
119701,2004,36.99,0
119702,2004,36.99,0
119703,2004,36.99,0
119704,2004,36.99,0
119705,2004,36.99,0
119706,2004,0,3082.86
119707,2004,0,3082.86
119708,2004,0,3082.86
119709,2004,0,3082.86
119710,2004,0,3082.86
119711,2004,147977.04,30828.55
119712,2004,147977.04,30828.55
119713,2004,147977.04,30828.55
119714,2004,147977.04,30828.55
119715,2004,147977.04,30828.55
119716,2004,0,0
119717,2004,0,0
119718,2004,0,0
119719,2004,0,0
119720,2004,0,0
119721,2004,0,0
119722,2004,0,0
119723,2004,0,0
119724,2004,0,0
119725,2004,0,0
119726,2004,0,0
119727,2004,0,0
119728,2004,0,0
119729,2004,0,0
119730,2004,0,0
119731,2004,18743.76,0
119732,2004,18743.76,0
119733,2004,18743.76,0
119734,2004,18743.76,0
119735,2004,18743.76,0
119736,2004,0,0
119737,2004,0,0
119738,2004,0,0
119739,2004,0,0
119740,2004,0,0
119741,2004,0,182998.28
119742,2004,0,167460.69
119743,2004,0,181888.45
119744,2004,0,166104.23
119745,2004,0,189410.62
119746,2004,1109827.83,0
119747,2004,1109827.83,0
119748,2004,1109827.83,0
119749,2004,1109827.83,0
119750,2004,1109827.83,0
119751,2004,49.33,0
119752,2004,49.33,0
119753,2004,49.33,0
119754,2004,49.33,0
119755,2004,49.33,0
119756,2004,12.33,0
119757,2004,12.33,0
119758,2004,12.33,0
119759,2004,12.33,0
119760,2004,12.33,0
119761,2004,1849.71,0
119762,2004,1849.71,0
119763,2004,1849.71,0
119764,2004,1849.71,0
119765,2004,1849.71,0
119766,2004,0,0
119767,2004,0,0
119768,2004,0,0
119769,2004,0,0
119770,2004,0,0
119771,2004,0,616571.02
119772,2004,0,616571.02
119773,2004,0,616571.02
119774,2004,0,616571.02
119775,2004,0,616571.02
119776,2004,0,0
119777,2004,0,0
119778,2004,0,0
119779,2004,0,0
119780,2004,0,0
119781,2004,0,0
119782,2004,0,0
119783,2004,0,0
119784,2004,0,0
119785,2004,0,0
119786,2004,5549.14,0
119787,2004,5549.14,0
119788,2004,5549.14,0
119789,2004,5549.14,0
119790,2004,5549.14,0
119791,2004,265.13,0
119792,2004,277.46,0
119793,2004,252.79,0
119794,2004,240.46,0
119795,2004,240.46,0
119796,2004,616.57,0
119797,2004,616.57,0
119798,2004,616.57,0
119799,2004,616.57,0
119800,2004,616.57,0
119801,2004,12331.42,118381.64
119802,2004,12331.42,118381.64
119803,2004,12331.42,118381.64
119804,2004,12331.42,118381.64
119805,2004,12331.42,118381.64
119806,2004,0,283622.67
119807,2004,0,0
119808,2004,44393.11,0
119809,2004,0,0
119810,2004,0,0
119811,2004,0,39460.55
119812,2004,0,39460.55
119813,2004,0,39460.55
119814,2004,0,39460.55
119815,2004,0,39460.55
119816,2004,123.31,0
119817,2004,123.31,0
119818,2004,123.31,0
119819,2004,123.31,0
119820,2004,123.31,0
119821,2004,2219.66,0
119822,2004,2219.66,0
119823,2004,2219.66,0
119824,2004,2219.66,0
119825,2004,2219.66,0
119826,2004,0,0
119827,2004,0,0
119828,2004,0,0
119829,2004,0,0
119830,2004,0,0
119831,2004,0,180038.74
119832,2004,0,84963.49
119833,2004,0,170173.6
119834,2004,0,69919.15
119835,2004,0,80894.12
119836,2004,29595.41,6165.71
119837,2004,29595.41,6165.71
119838,2004,29595.41,6165.71
119839,2004,29595.41,6165.71
119840,2004,29595.41,6165.71
119841,2004,40693.69,61657.1
119842,2004,34527.98,118196.66
119843,2004,45626.26,100131.13
119844,2004,82620.52,68809.33
119845,2004,0,170222.93
119846,2004,0,3082.86
119847,2004,0,3082.86
119848,2004,0,3082.86
119849,2004,0,3082.86
119850,2004,0,3082.86
119851,2004,0,0
119852,2004,0,0
119853,2004,0,0
119854,2004,0,0
119855,2004,0,0
119856,2004,0,86319.94
119857,2004,0,86319.94
119858,2004,0,86319.94
119859,2004,0,86319.94
119860,2004,0,86319.94
119861,2004,0,0
119862,2004,0,0
119863,2004,0,0
119864,2004,0,0
119865,2004,0,0
119866,2004,641.23,0
119867,2004,641.23,0
119868,2004,653.57,0
119869,2004,653.57,0
119870,2004,641.23,0
119871,2004,123314.2,3082.86
119872,2004,123314.2,3082.86
119873,2004,123314.2,3082.86
119874,2004,123314.2,3082.86
119875,2004,123314.2,3082.86
119876,2004,0,0
119877,2004,0,0
119878,2004,0,0
119879,2004,0,0
119880,2004,0,0
119881,2004,0,160308.46
119882,2004,0,160308.46
119883,2004,0,160308.46
119884,2004,0,160308.46
119885,2004,0,160308.46
119886,2004,0,33294.84
119887,2004,0,33294.84
119888,2004,0,33294.84
119889,2004,0,33294.84
119890,2004,0,33294.84
119891,2004,54208.92,0
119892,2004,54245.92,0
119893,2004,54258.25,0
119894,2004,45379.63,9001.94
119895,2004,48832.42,5425.82
119896,2004,24662.84,0
119897,2004,24662.84,0
119898,2004,24662.84,0
119899,2004,0,0
119900,2004,24662.84,0
119901,2004,6165.71,0
119902,2004,6165.71,0
119903,2004,6165.71,0
119904,2004,6165.71,0
119905,2004,6165.71,0
119906,2004,678.23,115915.35
119907,2004,678.23,110982.78
119908,2004,678.23,109749.64
119909,2004,678.23,108516.5
119910,2004,678.23,114682.21
119911,2004,1.23,0
119912,2004,1.23,0
119913,2004,1.23,0
119914,2004,1.23,0
119915,2004,1.23,0
119916,2004,24662.84,86319.94
119917,2004,24662.84,86319.94
119918,2004,24662.84,86319.94
119919,2004,24662.84,86319.94
119920,2004,24662.84,86319.94
119921,2004,2466.28,2466.28
119922,2004,2466.28,2466.28
119923,2004,2466.28,2466.28
119924,2004,2466.28,2466.28
119925,2004,2466.28,2466.28
119926,2004,0,0
119927,2004,0,0
119928,2004,0,0
119929,2004,0,0
119930,2004,0,0
119931,2004,73.99,0
119932,2004,73.99,0
119933,2004,73.99,0
119934,2004,73.99,0
119935,2004,73.99,0
119936,2004,36.99,0
119937,2004,24.66,0
119938,2004,36.99,0
119939,2004,36.99,0
119940,2004,36.99,0
119941,2004,0,0
119942,2004,0,0
119943,2004,0,0
119944,2004,0,0
119945,2004,0,0
119946,2004,0,0
119947,2004,0,0
119948,2004,0,0
119949,2004,0,0
119950,2004,0,0
119951,2004,0,0
119952,2004,0,0
119953,2004,0,0
119954,2004,0,0
119955,2004,0,0
119956,2004,56724.53,0
119957,2004,12331.42,0
119958,2004,4562.63,0
119959,2004,23429.7,0
119960,2004,739.89,0
119961,2004,22196.56,14797.7
119962,2004,22196.56,14797.7
119963,2004,22196.56,14797.7
119964,2004,22196.56,14797.7
119965,2004,22196.56,14797.7
119966,2004,0,0
119967,2004,0,0
119968,2004,0,0
119969,2004,0,0
119970,2004,0,0
119971,2004,0,0
119972,2004,0,0
119973,2004,0,0
119974,2004,0,0
119975,2004,0,0
119976,2004,0,0
119977,2004,0,0
119978,2004,0,0
119979,2004,0,0
119980,2004,0,0
119981,2004,123.31,0
119982,2004,123.31,0
119983,2004,123.31,0
119984,2004,123.31,0
119985,2004,123.31,0
119986,2004,0,0
119987,2004,0,0
119988,2004,0,0
119989,2004,0,0
119990,2004,0,0
119991,2004,0,0
119992,2004,0,0
119993,2004,0,0
119994,2004,0,0
119995,2004,0,0
119996,2004,22196.56,0
119997,2004,4685.94,0
119998,2004,123314.2,0
119999,2004,237996.41,0
120000,2004,71522.24,0
120001,2004,0,0
120002,2004,0,0
120003,2004,0,0
120004,2004,0,0
120005,2004,0,0
120006,2004,0,24662.84
120007,2004,0,24662.84
120008,2004,0,24662.84
120009,2004,0,24662.84
120010,2004,0,24662.84
120011,2004,493256.81,0
120012,2004,493256.81,0
120013,2004,493256.81,0
120014,2004,493256.81,0
120015,2004,493256.81,0
120016,2004,0,937187.95
120017,2004,0,937187.95
120018,2004,0,937187.95
120019,2004,0,937187.95
120020,2004,0,937187.95
120021,2004,0,0
120022,2004,0,0
120023,2004,0,0
120024,2004,0,0
120025,2004,0,0
120026,2004,0,0
120027,2004,0,0
120028,2004,0,0
120029,2004,0,0
120030,2004,0,0
120031,2004,0,0
120032,2004,0,0
120033,2004,0,0
120034,2004,0,0
120035,2004,0,0
120036,2004,0,0
120037,2004,0,0
120038,2004,0,0
120039,2004,0,0
120040,2004,0,0
120041,2004,0,0
120042,2004,0,0
120043,2004,0,0
120044,2004,0,0
120045,2004,0,0
120046,2004,0,0
120047,2004,0,0
120048,2004,0,0
120049,2004,0,0
120050,2004,0,0
120051,2004,2589.6,0
120052,2004,2589.6,0
120053,2004,2589.6,0
120054,2004,2589.6,0
120055,2004,2589.6,0
120056,2004,3206.17,776.88
120057,2004,5647.79,0
120058,2004,4574.96,0
120059,2004,5450.49,0
120060,2004,4932.57,789.21
120061,2004,0,0
120062,2004,0,0
120063,2004,0,0
120064,2004,0,0
120065,2004,0,0
120066,2004,2219.66,0
120067,2004,3082.86,0
120068,2004,2466.28,0
120069,2004,1726.4,0
120070,2004,1849.71,0
120071,2004,616.57,0
120072,2004,517.92,0
120073,2004,554.91,0
120074,2004,493.26,0
120075,2004,554.91,0
120076,2004,0,0
120077,2004,0,0
120078,2004,0,0
120079,2004,0,0
120080,2004,0,0
120081,2004,0,0
120082,2004,0,0
120083,2004,0,0
120084,2004,0,0
120085,2004,0,0
120086,2004,0,0
120087,2004,0,0
120088,2004,0,0
120089,2004,0,0
120090,2004,0,0
120091,2004,3452.8,0
120092,2004,3452.8,0
120093,2004,3452.8,0
120094,2004,3452.8,0
120095,2004,3452.8,0
120096,2004,36994.26,0
120097,2004,36994.26,0
120098,2004,36994.26,0
120099,2004,36994.26,0
120100,2004,36994.26,0
120101,2004,0,86319.94
120102,2004,0,86319.94
120103,2004,0,86319.94
120104,2004,0,86319.94
120105,2004,0,86319.94
120106,2004,0,93718.79
120107,2004,0,93718.79
120108,2004,0,93718.79
120109,2004,0,93718.79
120110,2004,0,93718.79
120111,2004,0,0
120112,2004,0,0
120113,2004,0,0
120114,2004,0,0
120115,2004,0,0
120116,2004,986.51,0
120117,2004,986.51,0
120118,2004,986.51,0
120119,2004,986.51,0
120120,2004,986.51,0
120121,2004,0,6473995.7
120122,2004,0,6473995.7
120123,2004,0,6473995.7
120124,2004,0,6473995.7
120125,2004,0,6473995.7
120126,2004,0,0
120127,2004,0,0
120128,2004,0,0
120129,2004,0,0
120130,2004,0,0
120131,2004,0,0
120132,2004,0,0
120133,2004,0,0
120134,2004,0,0
120135,2004,0,0
120136,2004,0,0
120137,2004,0,0
120138,2004,0,0
120139,2004,0,0
120140,2004,0,0
120141,2004,61.66,0
120142,2004,61.66,0
120143,2004,61.66,0
120144,2004,61.66,0
120145,2004,61.66,0
120146,2004,3082.86,0
120147,2004,3082.86,0
120148,2004,2897.88,2096.34
120149,2004,3082.86,0
120150,2004,3082.86,0
120151,2004,431.6,0
120152,2004,616.57,0
120153,2004,209.63,0
120154,2004,147.98,0
120155,2004,147.98,0
120156,2004,0,0
120157,2004,0,0
120158,2004,0,0
120159,2004,0,0
120160,2004,0,0
120161,2004,0,228131.28
120162,2004,0,228131.28
120163,2004,0,228131.28
120164,2004,0,228131.28
120165,2004,0,228131.28
120166,2004,0,0
120167,2004,0,0
120168,2004,0,0
120169,2004,0,0
120170,2004,0,0
120171,2004,159691.89,0
120172,2004,158458.75,0
120173,2004,159691.89,0
120174,2004,159691.89,0
120175,2004,158458.75,0
120176,2004,1233.14,0
120177,2004,1233.14,0
120178,2004,1233.14,0
120179,2004,1233.14,0
120180,2004,1233.14,0
120181,2004,0,0
120182,2004,0,0
120183,2004,0,0
120184,2004,0,0
120185,2004,0,0
120186,2004,0,450096.84
120187,2004,0,450096.84
120188,2004,0,450096.84
120189,2004,0,450096.84
120190,2004,0,450096.84
120191,2004,0,11098.28
120192,2004,0,11098.28
120193,2004,0,11098.28
120194,2004,0,11098.28
120195,2004,0,11098.28
120196,2004,0,0
120197,2004,0,0
120198,2004,0,0
120199,2004,0,0
120200,2004,0,0
120201,2004,12.33,0
120202,2004,12.33,0
120203,2004,12.33,0
120204,2004,6.17,0
120205,2004,12.33,0
120206,2004,0,0
120207,2004,0,0
120208,2004,0,0
120209,2004,0,0
120210,2004,0,0
120211,2004,25895.98,0
120212,2004,25895.98,0
120213,2004,25895.98,0
120214,2004,25895.98,0
120215,2004,25895.98,0
120216,2004,0,0
120217,2004,0,0
120218,2004,0,0
120219,2004,0,0
120220,2004,0,0
120221,2004,24662.84,0
120222,2004,24662.84,0
120223,2004,24662.84,0
120224,2004,24662.84,0
120225,2004,24662.84,0
120226,2004,0,41926.83
120227,2004,0,41926.83
120228,2004,0,33294.84
120229,2004,0,41926.83
120230,2004,0,34527.98
120231,2004,0,0
120232,2004,0,0
120233,2004,0,0
120234,2004,0,0
120235,2004,0,0
120236,2004,7275.54,0
120237,2004,8138.74,0
120238,2004,6905.6,0
120239,2004,8385.37,0
120240,2004,8385.37,0
120241,2004,493.26,0
120242,2004,493.26,0
120243,2004,493.26,0
120244,2004,493.26,0
120245,2004,493.26,0
120246,2004,0,43159.97
120247,2004,0,43159.97
120248,2004,0,43159.97
120249,2004,0,43159.97
120250,2004,0,43159.97
120251,2004,0,28362.27
120252,2004,0,28362.27
120253,2004,0,28362.27
120254,2004,0,28362.27
120255,2004,0,28362.27
120256,2004,0,0
120257,2004,0,0
120258,2004,0,0
120259,2004,0,0
120260,2004,0,0
120261,2004,0,6449332.86
120262,2004,0,5845093.26
120263,2004,0,6054727.4
120264,2004,0,5832761.84
120265,2004,0,6165710.19
120266,2004,0,157842.18
120267,2004,0,99884.51
120268,2004,0,0
120269,2004,0,160308.46
120270,2004,0,0
120271,2004,0,0
120272,2004,0,0
120273,2004,0,0
120274,2004,0,0
120275,2004,0,0
120276,2004,0,56724.53
120277,2004,0,60423.96
120278,2004,0,56724.53
120279,2004,0,60423.96
120280,2004,0,67822.81
120281,2004,1.23,0
120282,2004,1.23,0
120283,2004,1.23,0
120284,2004,1.23,0
120285,2004,1.23,0
120286,2004,0,0
120287,2004,0,0
120288,2004,0,0
120289,2004,0,0
120290,2004,0,0
120291,2004,1.23,0
120292,2004,1.23,0
120293,2004,1.23,0
120294,2004,1.23,0
120295,2004,1.23,0
120296,2004,0,3452.8
120297,2004,0,9889.8
120298,2004,0,9051.26
120299,2004,0,5450.49
120300,2004,0,0
120301,2004,0,0
120302,2004,0,0
120303,2004,0,0
120304,2004,0,0
120305,2004,0,0
120306,2004,1109.83,143907.68
120307,2004,1109.83,143907.68
120308,2004,1109.83,143907.68
120309,2004,1109.83,143907.68
120310,2004,1109.83,143907.68
120311,2004,0,0
120312,2004,0,0
120313,2004,0,0
120314,2004,0,0
120315,2004,0,0
120316,2004,1356.46,0
120317,2004,1356.46,0
120318,2004,1356.46,0
120319,2004,1356.46,0
120320,2004,1356.46,0
120321,2004,0,0
120322,2004,0,9088.26
120323,2004,0,0
120324,2004,0,0
120325,2004,0,0
120326,2004,369.94,0
120327,2004,369.94,0
120328,2004,369.94,0
120329,2004,369.94,0
120330,2004,369.94,0
120331,2004,30828.55,0
120332,2004,30828.55,0
120333,2004,30828.55,0
120334,2004,30828.55,0
120335,2004,30828.55,0
120336,2004,0,12331.42
120337,2004,0,12331.42
120338,2004,0,12331.42
120339,2004,0,12331.42
120340,2004,0,12331.42
120341,2004,0,0
120342,2004,0,0
120343,2004,0,0
120344,2004,0,0
120345,2004,0,0
120346,2004,0,246628.41
120347,2004,0,25895.98
120348,2004,0,13564.56
120349,2004,0,204701.58
120350,2004,0,508054.52
120351,2004,61.66,1233.14
120352,2004,61.66,1233.14
120353,2004,61.66,1233.14
120354,2004,61.66,1233.14
120355,2004,61.66,1233.14
120356,2004,2527.94,24662.84
120357,2004,2527.94,24662.84
120358,2004,2527.94,24662.84
120359,2004,2527.94,24662.84
120360,2004,2527.94,24662.84
120361,2004,1233.14,0
120362,2004,1233.14,0
120363,2004,1233.14,0
120364,2004,1233.14,0
120365,2004,1233.14,0
120366,2004,77256.35,6165.71
120367,2004,77256.35,6165.71
120368,2004,77256.35,6165.71
120369,2004,77256.35,6165.71
120370,2004,77256.35,6165.71
120371,2004,337880.92,0
120372,2004,950752.51,314451.22
120373,2004,26167.27,192370.16
120374,2004,535183.64,0
120375,2004,271291.25,0
120376,2004,0,138111.91
120377,2004,0,123314.2
120378,2004,0,109749.64
120379,2004,0,110982.78
120380,2004,0,112215.93
120381,2004,12947.99,0
120382,2004,12947.99,0
120383,2004,12947.99,0
120384,2004,12947.99,0
120385,2004,12947.99,0
120386,2004,0,0
120387,2004,0,0
120388,2004,0,0
120389,2004,0,0
120390,2004,0,0
120391,2004,0,0
120392,2004,0,0
120393,2004,0,0
120394,2004,0,0
120395,2004,0,0
120396,2004,262659.25,30828.55
120397,2004,308408.82,0
120398,2004,251671.96,274990.67
120399,2004,308532.14,0
120400,2004,304709.4,11098.28
120401,2004,0,0
120402,2004,0,0
120403,2004,0,0
120404,2004,0,0
120405,2004,0,0
120406,2004,0,12.33
120407,2004,0,49.33
120408,2004,0,3822.74
120409,2004,0,17263.99
120410,2004,0,1.23
120411,2004,0,12331.42
120412,2004,0,12331.42
120413,2004,0,12331.42
120414,2004,0,12331.42
120415,2004,0,12331.42
120416,2004,0,0
120417,2004,0,0
120418,2004,0,0
120419,2004,0,0
120420,2004,0,0
120421,2004,0,0
120422,2004,0,0
120423,2004,0,0
120424,2004,0,0
120425,2004,0,0
120426,2004,0,0
120427,2004,0,0
120428,2004,0,0
120429,2004,0,0
120430,2004,0,0
120431,2004,0,0
120432,2004,0,0
120433,2004,0,0
120434,2004,0,0
120435,2004,0,0
120436,2004,24.66,0
120437,2004,24.66,0
120438,2004,24.66,0
120439,2004,24.66,0
120440,2004,24.66,0
120441,2004,0,555283.86
120442,2004,0,668609.61
120443,2004,0,556763.63
120444,2004,0,661580.7
120445,2004,0,558243.4
120446,2004,332948.35,0
120447,2004,332948.35,0
120448,2004,332948.35,0
120449,2004,332948.35,0
120450,2004,332948.35,0
120451,2004,3822.74,0
120452,2004,3822.74,0
120453,2004,3822.74,0
120454,2004,3822.74,0
120455,2004,3822.74,0
120456,2004,0,0
120457,2004,0,0
120458,2004,0,0
120459,2004,0,0
120460,2004,0,0
120461,2004,0,0
120462,2004,0,0
120463,2004,0,0
120464,2004,0,0
120465,2004,0,0
120466,2004,4168.02,0
120467,2004,4168.02,0
120468,2004,4168.02,0
120469,2004,4168.02,0
120470,2004,4168.02,0
120471,2004,0,0
120472,2004,0,162774.75
120473,2004,0,128246.77
120474,2004,0,0
120475,2004,0,53395.05
120476,2004,0,0
120477,2004,0,0
120478,2004,0,0
120479,2004,0,0
120480,2004,0,0
120481,2004,0,0
120482,2004,0,0
120483,2004,0,0
120484,2004,0,0
120485,2004,0,0
120486,2004,345.28,0
120487,2004,345.28,0
120488,2004,345.28,0
120489,2004,345.28,0
120490,2004,345.28,0
120491,2004,36.99,0
120492,2004,36.99,0
120493,2004,24.66,0
120494,2004,36.99,0
120495,2004,24.66,0
120496,2004,0,1098729.56
120497,2004,0,1151754.66
120498,2004,0,1250406.03
120499,2004,0,1098729.56
120500,2004,0,1150521.52
120501,2004,986.51,61.66
120502,2004,986.51,0
120503,2004,986.51,0
120504,2004,986.51,0
120505,2004,986.51,0
120506,2004,0,0
120507,2004,0,0
120508,2004,0,0
120509,2004,0,0
120510,2004,0,0
120511,2004,36994.26,0
120512,2004,36994.26,0
120513,2004,36994.26,0
120514,2004,36994.26,0
120515,2004,36994.26,0
120516,2004,0,0
120517,2004,0,0
120518,2004,0,0
120519,2004,0,0
120520,2004,0,0
120521,2004,0,0
120522,2004,0,0
120523,2004,0,0
120524,2004,0,0
120525,2004,0,0
120526,2004,28362.27,530.25
120527,2004,29015.83,0
120528,2004,26882.5,2096.34
120529,2004,28941.84,0
120530,2004,22196.56,6905.6
120531,2004,135645.62,0
120532,2004,135645.62,0
120533,2004,135645.62,0
120534,2004,135645.62,0
120535,2004,135645.62,0
120536,2004,5919.08,0
120537,2004,2589.6,0
120538,2004,2219.66,0
120539,2004,6042.4,0
120540,2004,4069.37,0
120541,2004,0,0
120542,2004,0,0
120543,2004,0,0
120544,2004,0,0
120545,2004,0,0
120546,2004,0,0
120547,2004,0,0
120548,2004,0,0
120549,2004,0,0
120550,2004,0,0
120551,2004,0,0
120552,2004,0,0
120553,2004,0,0
120554,2004,0,0
120555,2004,0,0
120556,2004,0,0
120557,2004,0,0
120558,2004,0,0
120559,2004,0,0
120560,2004,0,0
120561,2004,554.91,0
120562,2004,554.91,0
120563,2004,554.91,0
120564,2004,554.91,0
120565,2004,554.91,0
120566,2004,0,5055.88
120567,2004,0,3329.48
120568,2004,0,3699.43
120569,2004,0,3452.8
120570,2004,0,4069.37
120571,2004,6412.34,0
120572,2004,5919.08,0
120573,2004,6782.28,0
120574,2004,5672.45,0
120575,2004,5919.08,0
120576,2004,27129.12,0
120577,2004,27129.12,0
120578,2004,27129.12,0
120579,2004,27129.12,0
120580,2004,27129.12,0
120581,2004,0,0
120582,2004,0,0
120583,2004,0,0
120584,2004,0,0
120585,2004,0,0
120586,2004,12824.68,5919.08
120587,2004,12824.68,9865.14
120588,2004,12824.68,0
120589,2004,12824.68,0
120590,2004,12824.68,0
120591,2004,2466.28,0
120592,2004,2466.28,0
120593,2004,2466.28,0
120594,2004,2466.28,0
120595,2004,2466.28,0
120596,2004,0,0
120597,2004,0,0
120598,2004,0,0
